Date;Product Name;Product Category
15.07.2019 07:34;Kaffee (Grinder 2, Small);Coffee
15.07.2019 07:22;Double Espresso (Grinder 1, Small);Espresso
15.07.2019 07:20;Kaffee (Grinder 2, Small);Coffee
15.07.2019 07:13;Cappuccino  (Grinder 1, Milk 1, Small);Cappuccino (Time Optimized)
15.07.2019 07:10;Kaffee (Grinder 2, Small);Coffee
15.07.2019 07:09;Double Espresso (Grinder 1, Small);Espresso
15.07.2019 07:08;Espresso (Grinder 1, Small);Espresso
15.07.2019 06:55;White Americano (Grinder 1, Milk 1, Small);White Americano
15.07.2019 06:51;Schale Dunkel  (Grinder 2, Milk 1, Small);Milk Coffee (Time Optimized)
15.07.2019 06:44;White Americano (Grinder 1, Milk 1, Small);White Americano
15.07.2019 06:43;Kaffee (Grinder 2, Small);Coffee
15.07.2019 06:40;Kaffee (Grinder 2, Small);Coffee
15.07.2019 06:38;Kaffee (Grinder 2, Small);Coffee
15.07.2019 06:29;Kaffee (Grinder 2, Small);Coffee
15.07.2019 06:26;Kaffee (Grinder 2, Small);Coffee
15.07.2019 06:23;Tee (Small);Tea
15.07.2019 06:23;Double Espresso (Grinder 1, Small);Espresso
15.07.2019 06:22;Double Espresso (Grinder 1, Small);Espresso
15.07.2019 06:21;Kaffee (Grinder 2, Small);Coffee
15.07.2019 06:07;Cappuccino  (Grinder 1, Milk 1, Small);Cappuccino (Time Optimized)
15.07.2019 06:05;Cappuccino  (Grinder 1, Milk 1, Small);Cappuccino (Time Optimized)
15.07.2019 06:04;Schale Dunkel  (Grinder 2, Milk 1, Small);Milk Coffee (Time Optimized)
15.07.2019 06:03;Schale Dunkel  (Grinder 2, Milk 1, Small);Milk Coffee (Time Optimized)
15.07.2019 06:01;Kaffee (Grinder 2, Small);Coffee
15.07.2019 06:00;Kaffee (Grinder 2, Small);Coffee
15.07.2019 05:59;Schale Dunkel  (Grinder 2, Milk 1, Small);Milk Coffee (Time Optimized)
15.07.2019 05:58;Schale Dunkel  (Grinder 2, Milk 1, Small);Milk Coffee (Time Optimized)
15.07.2019 05:55;Tee (Small);Tea
15.07.2019 05:54;Tee (Small);Tea
15.07.2019 05:54;Tee (Small);Tea
15.07.2019 05:51;Kaffee (Grinder 2, Small);Coffee
15.07.2019 05:50;Kaffee (Grinder 2, Small);Coffee
15.07.2019 05:49;Espresso (Grinder 1, Small);Espresso
15.07.2019 05:22;Kaffee (Grinder 2, Small);Coffee
15.07.2019 05:22;Kaffee (Grinder 2, Small);Coffee
12.07.2019 15:30;_Cleaning;_Cleaning
12.07.2019 15:05;Tee (Small);Tea
12.07.2019 15:04;Tee (Small);Tea
12.07.2019 15:04;Double Espresso (Grinder 1, Small);Espresso
12.07.2019 15:00;Espresso (Grinder 1, Small);Espresso
12.07.2019 14:58;Double Espresso (Grinder 1, Small);Espresso
12.07.2019 14:55;Double Espresso (Grinder 1, Small);Espresso
12.07.2019 14:54;Ristretto (Grinder 1, Small);Ristretto
12.07.2019 14:51;Double Espresso (Grinder 1, Small);Espresso
12.07.2019 14:50;Double Espresso (Grinder 1, Small);Espresso
12.07.2019 14:49;Double Espresso (Grinder 1, Small);Espresso
12.07.2019 14:47;Milchschaum (Milk 1, Small);Milk Foam
12.07.2019 14:46;Espresso (Grinder 1, Small);Espresso
12.07.2019 14:45;Espresso (Grinder 1, Small);Espresso
12.07.2019 14:17;Cappuccino  (Grinder 1, Milk 1, Small);Cappuccino (Time Optimized)
12.07.2019 14:04;Kaffee (Grinder 2, Small);Coffee
12.07.2019 13:31;Kaffee (Grinder 2, Small);Coffee
12.07.2019 13:30;Cappuccino  (Grinder 1, Milk 1, Small);Cappuccino (Time Optimized)
12.07.2019 13:01;Double Espresso (Grinder 1, Small);Espresso
12.07.2019 12:58;Double Espresso (Grinder 1, Small);Espresso
12.07.2019 12:54;Tee (Small);Tea
12.07.2019 12:54;Tee (Small);Tea
12.07.2019 12:43;Espresso (Grinder 1, Small);Espresso
12.07.2019 12:42;Espresso (Grinder 1, Small);Espresso
12.07.2019 12:39;Double Espresso (Grinder 1, Small);Espresso
12.07.2019 12:38;Ristretto (Grinder 1, Small);Ristretto
12.07.2019 12:38;Double Espresso (Grinder 1, Small);Espresso
12.07.2019 12:36;Double Espresso (Grinder 1, Small);Espresso
12.07.2019 12:34;Double Espresso (Grinder 1, Small);Espresso
12.07.2019 12:33;Espresso (Grinder 1, Small);Espresso
12.07.2019 12:33;Double Espresso (Grinder 1, Small);Espresso
12.07.2019 12:32;Espresso (Grinder 1, Small);Espresso
12.07.2019 12:32;Double Espresso (Grinder 1, Small);Espresso
12.07.2019 12:27;Double Espresso (Grinder 1, Small);Espresso
12.07.2019 12:26;Espresso (Grinder 1, Small);Espresso
12.07.2019 12:26;Espresso (Grinder 1, Small);Espresso
12.07.2019 12:23;Kaffee (Grinder 2, Small);Coffee
12.07.2019 12:22;Espresso Macchiato (Grinder 1, Milk 1, Small);Espresso Macchiato
12.07.2019 12:21;Double Espresso (Grinder 1, Small);Espresso
12.07.2019 12:20;Espresso (Grinder 1, Small);Espresso
12.07.2019 12:13;Double Espresso (Grinder 1, Small);Espresso
12.07.2019 12:12;Espresso Macchiato (Grinder 1, Milk 1, Small);Espresso Macchiato
12.07.2019 12:11;Espresso Macchiato (Grinder 1, Milk 1, Small);Espresso Macchiato
12.07.2019 12:11;Double Espresso (Grinder 1, Small);Espresso
12.07.2019 12:07;Double Espresso (Grinder 1, Small);Espresso
12.07.2019 12:06;Espresso (Grinder 1, Small);Espresso
12.07.2019 12:05;Double Espresso (Grinder 1, Small);Espresso
12.07.2019 12:04;Double Espresso (Grinder 1, Small);Espresso
12.07.2019 12:02;Double Espresso (Grinder 1, Small);Espresso
12.07.2019 12:02;Double Espresso (Grinder 1, Small);Espresso
12.07.2019 11:59;Kaffee (Grinder 2, Small);Coffee
12.07.2019 11:57;Espresso (Grinder 1, Small);Espresso
12.07.2019 11:09;Milchschaum (Milk 1, Small);Milk Foam
12.07.2019 11:08;Cappuccino  (Grinder 1, Milk 1, Small);Cappuccino (Time Optimized)
12.07.2019 11:07;Cappuccino  (Grinder 1, Milk 1, Small);Cappuccino (Time Optimized)
12.07.2019 11:04;Cappuccino  (Grinder 1, Milk 1, Small);Cappuccino (Time Optimized)
12.07.2019 10:52;Espresso (Grinder 1, Small);Espresso
12.07.2019 10:46;Tee (Small);Tea
12.07.2019 10:45;Tee (Small);Tea
12.07.2019 10:44;Milchschaum (Milk 1, Small);Milk Foam
12.07.2019 10:20;Double Espresso (Grinder 1, Small);Espresso
12.07.2019 09:58;Schale Dunkel  (Grinder 2, Milk 1, Small);Milk Coffee (Time Optimized)
12.07.2019 09:46;Espresso (Grinder 1, Small);Espresso
12.07.2019 09:34;Espresso (Grinder 1, Small);Espresso
12.07.2019 09:29;Espresso (Grinder 1, Small);Espresso
12.07.2019 09:29;Double Espresso (Grinder 1, Small);Espresso
12.07.2019 09:27;Tee (Small);Tea
12.07.2019 09:27;Tee (Small);Tea
12.07.2019 09:26;Double Espresso (Grinder 1, Small);Espresso
12.07.2019 09:20;Double Espresso (Grinder 1, Small);Espresso
12.07.2019 09:19;Milchschaum (Milk 1, Small);Milk Foam
12.07.2019 09:18;Tee (Small);Tea
12.07.2019 09:17;Double Espresso (Grinder 1, Small);Espresso
12.07.2019 09:15;Kaffee (Grinder 2, Small);Coffee
12.07.2019 09:15;Milchschaum (Milk 1, Small);Milk Foam
12.07.2019 09:12;Espresso (Grinder 1, Small);Espresso
12.07.2019 09:11;Cappuccino  (Grinder 1, Milk 1, Small);Cappuccino (Time Optimized)
12.07.2019 09:10;Double Espresso (Grinder 1, Small);Espresso
12.07.2019 09:09;Double Espresso (Grinder 1, Small);Espresso
12.07.2019 09:09;Double Espresso (Grinder 1, Small);Espresso
12.07.2019 09:07;Ristretto (Grinder 1, Small);Ristretto
12.07.2019 09:06;Schale Dunkel  (Grinder 2, Milk 1, Small);Milk Coffee (Time Optimized)
12.07.2019 09:06;Cappuccino  (Grinder 1, Milk 1, Small);Cappuccino (Time Optimized)
12.07.2019 09:05;Kaffee (Grinder 2, Small);Coffee
12.07.2019 09:05;Cappuccino  (Grinder 1, Milk 1, Small);Cappuccino (Time Optimized)
12.07.2019 09:04;Kaffee (Grinder 2, Small);Coffee
12.07.2019 09:03;Kaffee (Grinder 2, Small);Coffee
12.07.2019 09:02;Double Espresso (Grinder 1, Small);Espresso
12.07.2019 09:02;Kaffee (Grinder 2, Small);Coffee
12.07.2019 08:59;Schale Dunkel  (Grinder 2, Milk 1, Small);Milk Coffee (Time Optimized)
12.07.2019 08:57;Kaffee (Grinder 2, Small);Coffee
12.07.2019 08:57;Kaffee (Grinder 2, Small);Coffee
12.07.2019 08:55;Kaffee (Grinder 2, Small);Coffee
12.07.2019 08:50;Kaffee (Grinder 2, Small);Coffee
12.07.2019 08:35;Espresso (Grinder 1, Small);Espresso
12.07.2019 08:35;Espresso (Grinder 1, Small);Espresso
12.07.2019 08:30;Schale Dunkel  (Grinder 2, Milk 1, Small);Milk Coffee (Time Optimized)
12.07.2019 08:26;Ristretto (Grinder 1, Small);Ristretto
12.07.2019 08:16;Kaffee (Grinder 2, Small);Coffee
12.07.2019 08:07;Tee (Small);Tea
12.07.2019 08:07;Tee (Small);Tea
12.07.2019 08:00;Schale Dunkel  (Grinder 2, Milk 1, Small);Milk Coffee (Time Optimized)
12.07.2019 07:58;Cappuccino  (Grinder 1, Milk 1, Small);Cappuccino (Time Optimized)
12.07.2019 07:57;Espresso (Grinder 1, Small);Espresso
12.07.2019 07:54;Cappuccino  (Grinder 1, Milk 1, Small);Cappuccino (Time Optimized)
12.07.2019 07:53;Tee (Small);Tea
12.07.2019 07:53;Kaffee (Grinder 2, Small);Coffee
12.07.2019 07:53;Double Espresso (Grinder 1, Small);Espresso
12.07.2019 07:47;Double Espresso (Grinder 1, Small);Espresso
12.07.2019 07:45;Double Espresso (Grinder 1, Small);Espresso
12.07.2019 07:38;Kaffee (Grinder 2, Small);Coffee
12.07.2019 07:22;Schale Dunkel  (Grinder 2, Milk 1, Small);Milk Coffee (Time Optimized)
12.07.2019 07:17;Espresso Macchiato (Grinder 1, Milk 1, Small);Espresso Macchiato
12.07.2019 07:16;Cappuccino  (Grinder 1, Milk 1, Small);Cappuccino (Time Optimized)
12.07.2019 07:10;Tee (Small);Tea
12.07.2019 07:10;Tee (Small);Tea
12.07.2019 07:07;Kaffee (Grinder 2, Small);Coffee
12.07.2019 07:06;Ristretto (Grinder 1, Small);Ristretto
12.07.2019 07:05;Ristretto (Grinder 1, Small);Ristretto
12.07.2019 07:04;Cappuccino  (Grinder 1, Milk 1, Small);Cappuccino (Time Optimized)
12.07.2019 07:00;Espresso (Grinder 1, Small);Espresso
12.07.2019 06:55;Tee (Small);Tea
12.07.2019 06:55;Double Espresso (Grinder 1, Small);Espresso
12.07.2019 06:48;White Americano (Grinder 1, Milk 1, Small);White Americano
12.07.2019 06:44;Kaffee (Grinder 2, Small);Coffee
12.07.2019 06:37;Kaffee (Grinder 2, Small);Coffee
12.07.2019 06:36;Kaffee (Grinder 2, Small);Coffee
12.07.2019 06:32;Kaffee (Grinder 2, Small);Coffee
12.07.2019 06:31;Kaffee (Grinder 2, Small);Coffee
12.07.2019 06:30;Kaffee (Grinder 2, Small);Coffee
12.07.2019 06:28;Schale Dunkel  (Grinder 2, Milk 1, Small);Milk Coffee (Time Optimized)
12.07.2019 06:27;Milch (Milk 1, Small);Milk
12.07.2019 06:24;Kaffee (Grinder 2, Small);Coffee
12.07.2019 06:20;Tee (Small);Tea
12.07.2019 06:20;Tee (Small);Tea
12.07.2019 06:18;Kaffee (Grinder 2, Small);Coffee
12.07.2019 06:12;Tee (Small);Tea
12.07.2019 06:12;Double Espresso (Grinder 1, Small);Espresso
12.07.2019 06:11;Double Espresso (Grinder 1, Small);Espresso
12.07.2019 06:10;Kaffee (Grinder 2, Small);Coffee
12.07.2019 06:03;Schale Dunkel  (Grinder 2, Milk 1, Small);Milk Coffee (Time Optimized)
12.07.2019 06:02;Schale Dunkel  (Grinder 2, Milk 1, Small);Milk Coffee (Time Optimized)
12.07.2019 05:59;Kaffee (Grinder 2, Small);Coffee
12.07.2019 05:58;Kaffee (Grinder 2, Small);Coffee
12.07.2019 05:57;Schale Dunkel  (Grinder 2, Milk 1, Small);Milk Coffee (Time Optimized)
12.07.2019 05:56;Schale Dunkel  (Grinder 2, Milk 1, Small);Milk Coffee (Time Optimized)
12.07.2019 05:55;Cappuccino  (Grinder 1, Milk 1, Small);Cappuccino (Time Optimized)
12.07.2019 05:36;Kaffee (Grinder 2, Small);Coffee
12.07.2019 05:35;Kaffee (Grinder 2, Small);Coffee
11.07.2019 15:57;Espresso (Grinder 1, Small);Espresso
11.07.2019 15:33;_Cleaning;_Cleaning
11.07.2019 15:08;Schale Dunkel  (Grinder 2, Milk 1, Small);Milk Coffee (Time Optimized)
11.07.2019 14:58;Double Espresso (Grinder 1, Small);Espresso
11.07.2019 14:57;Kaffee (Grinder 2, Small);Coffee
11.07.2019 14:56;Schale Dunkel  (Grinder 2, Milk 1, Small);Milk Coffee (Time Optimized)
11.07.2019 14:53;Espresso (Grinder 1, Small);Espresso
11.07.2019 14:53;Double Espresso (Grinder 1, Small);Espresso
11.07.2019 14:52;Double Espresso (Grinder 1, Small);Espresso
11.07.2019 14:51;Double Espresso (Grinder 1, Small);Espresso
11.07.2019 14:51;Double Espresso (Grinder 1, Small);Espresso
11.07.2019 14:50;Kaffee (Grinder 2, Small);Coffee
11.07.2019 14:49;Double Espresso (Grinder 1, Small);Espresso
11.07.2019 14:48;Double Espresso (Grinder 1, Small);Espresso
11.07.2019 14:47;Double Espresso (Grinder 1, Small);Espresso
11.07.2019 14:16;Espresso (Grinder 1, Small);Espresso
11.07.2019 13:49;Kaffee (Grinder 2, Small);Coffee
11.07.2019 13:48;Kaffee (Grinder 2, Small);Coffee
11.07.2019 13:20;Kaffee (Grinder 2, Small);Coffee
11.07.2019 13:19;Cappuccino  (Grinder 1, Milk 1, Small);Cappuccino (Time Optimized)
11.07.2019 12:57;Double Espresso (Grinder 1, Small);Espresso
11.07.2019 12:56;Tee (Small);Tea
11.07.2019 12:55;Double Espresso (Grinder 1, Small);Espresso
11.07.2019 12:45;Double Espresso (Grinder 1, Small);Espresso
11.07.2019 12:43;Espresso (Grinder 1, Small);Espresso
11.07.2019 12:37;Double Espresso (Grinder 1, Small);Espresso
11.07.2019 12:23;Double Espresso (Grinder 1, Small);Espresso
11.07.2019 12:23;Double Espresso (Grinder 1, Small);Espresso
11.07.2019 12:21;Espresso Macchiato (Grinder 1, Milk 1, Small);Espresso Macchiato
11.07.2019 12:20;Double Espresso (Grinder 1, Small);Espresso
11.07.2019 12:20;Schale Dunkel  (Grinder 2, Milk 1, Small);Milk Coffee (Time Optimized)
11.07.2019 12:19;Double Espresso (Grinder 1, Small);Espresso
11.07.2019 12:18;Espresso (Grinder 1, Small);Espresso
11.07.2019 12:17;Espresso (Grinder 1, Small);Espresso
11.07.2019 12:17;Kaffee (Grinder 2, Small);Coffee
11.07.2019 12:09;Double Espresso (Grinder 1, Small);Espresso
11.07.2019 12:08;Cappuccino  (Grinder 1, Milk 1, Small);Cappuccino (Time Optimized)
11.07.2019 12:08;Espresso (Grinder 1, Small);Espresso
11.07.2019 12:01;Double Espresso (Grinder 1, Small);Espresso
11.07.2019 11:58;Double Espresso (Grinder 1, Small);Espresso
11.07.2019 11:58;Espresso (Grinder 1, Small);Espresso
11.07.2019 11:24;Double Espresso (Grinder 1, Small);Espresso
11.07.2019 11:16;Espresso (Grinder 1, Small);Espresso
11.07.2019 11:00;Kaffee (Grinder 2, Small);Coffee
11.07.2019 10:59;Espresso (Grinder 1, Small);Espresso
11.07.2019 10:59;Double Espresso (Grinder 1, Small);Espresso
11.07.2019 10:40;Espresso (Grinder 1, Small);Espresso
11.07.2019 10:37;Kaffee (Grinder 2, Small);Coffee
11.07.2019 10:29;Double Espresso (Grinder 1, Small);Espresso
11.07.2019 10:21;Espresso (Grinder 1, Small);Espresso
11.07.2019 10:19;Schale Dunkel  (Grinder 2, Milk 1, Small);Milk Coffee (Time Optimized)
11.07.2019 09:30;Cappuccino  (Grinder 1, Milk 1, Small);Cappuccino (Time Optimized)
11.07.2019 09:22;Tee (Small);Tea
11.07.2019 09:22;Tee (Small);Tea
11.07.2019 09:20;Espresso (Grinder 1, Small);Espresso
11.07.2019 09:14;Schale Dunkel  (Grinder 2, Milk 1, Small);Milk Coffee (Time Optimized)
11.07.2019 09:12;Double Espresso (Grinder 1, Small);Espresso
11.07.2019 09:11;Ristretto (Grinder 1, Small);Ristretto
11.07.2019 09:11;Espresso (Grinder 1, Small);Espresso
11.07.2019 09:10;Cappuccino  (Grinder 1, Milk 1, Small);Cappuccino (Time Optimized)
11.07.2019 09:09;Double Espresso (Grinder 1, Small);Espresso
11.07.2019 09:08;Double Espresso (Grinder 1, Small);Espresso
11.07.2019 09:08;Double Espresso (Grinder 1, Small);Espresso
11.07.2019 09:07;Cappuccino  (Grinder 1, Milk 1, Small);Cappuccino (Time Optimized)
11.07.2019 09:06;Double Espresso (Grinder 1, Small);Espresso
11.07.2019 09:05;Schale Dunkel  (Grinder 2, Milk 1, Small);Milk Coffee (Time Optimized)
11.07.2019 09:05;Kaffee (Grinder 2, Small);Coffee
11.07.2019 09:04;Kaffee (Grinder 2, Small);Coffee
11.07.2019 09:03;Double Espresso (Grinder 1, Small);Espresso
11.07.2019 09:03;Kaffee (Grinder 2, Small);Coffee
11.07.2019 09:02;Kaffee (Grinder 2, Small);Coffee
11.07.2019 08:59;Espresso Macchiato (Grinder 1, Milk 1, Small);Espresso Macchiato
11.07.2019 08:53;Kaffee (Grinder 2, Small);Coffee
11.07.2019 08:48;Milch (Milk 1, Small);Milk
11.07.2019 08:46;Double Espresso (Grinder 1, Small);Espresso
11.07.2019 08:34;Double Espresso (Grinder 1, Small);Espresso
11.07.2019 08:33;Double Espresso (Grinder 1, Small);Espresso
11.07.2019 08:05;Double Espresso (Grinder 1, Small);Espresso
11.07.2019 08:01;Latte Macchiato (Grinder 1, Milk 1, Small);Latte Macchiato
11.07.2019 08:00;Ristretto (Grinder 1, Small);Ristretto
11.07.2019 07:59;Ristretto (Grinder 1, Small);Ristretto
11.07.2019 07:48;Espresso (Grinder 1, Small);Espresso
11.07.2019 07:36;Double Espresso (Grinder 1, Small);Espresso
11.07.2019 07:36;Cappuccino  (Grinder 1, Milk 1, Small);Cappuccino (Time Optimized)
11.07.2019 07:24;Cappuccino  (Grinder 1, Milk 1, Small);Cappuccino (Time Optimized)
11.07.2019 07:21;Cappuccino  (Grinder 1, Milk 1, Small);Cappuccino (Time Optimized)
11.07.2019 07:18;Kaffee (Grinder 2, Small);Coffee
11.07.2019 07:14;Espresso Macchiato (Grinder 1, Milk 1, Small);Espresso Macchiato
11.07.2019 07:13;Espresso (Grinder 1, Small);Espresso
11.07.2019 07:12;Kaffee (Grinder 2, Small);Coffee
11.07.2019 07:10;Cappuccino  (Grinder 1, Milk 1, Small);Cappuccino (Time Optimized)
11.07.2019 07:05;Double Espresso (Grinder 1, Small);Espresso
11.07.2019 06:58;Double Espresso (Grinder 1, Small);Espresso
11.07.2019 06:50;White Americano (Grinder 1, Milk 1, Small);White Americano
11.07.2019 06:47;Kaffee (Grinder 2, Small);Coffee
11.07.2019 06:45;Cappuccino  (Grinder 1, Milk 1, Small);Cappuccino (Time Optimized)
11.07.2019 06:45;Double Espresso (Grinder 1, Small);Espresso
11.07.2019 06:35;Kaffee (Grinder 2, Small);Coffee
11.07.2019 06:34;Cappuccino  (Grinder 1, Milk 1, Small);Cappuccino (Time Optimized)
11.07.2019 06:32;Schale Dunkel  (Grinder 2, Milk 1, Small);Milk Coffee (Time Optimized)
11.07.2019 06:31;Milch (Milk 1, Small);Milk
11.07.2019 06:21;Double Espresso (Grinder 1, Small);Espresso
11.07.2019 06:17;Kaffee (Grinder 2, Small);Coffee
11.07.2019 06:13;Kaffee (Grinder 2, Small);Coffee
11.07.2019 06:13;Schale Dunkel  (Grinder 2, Milk 1, Small);Milk Coffee (Time Optimized)
11.07.2019 06:12;Schale Dunkel  (Grinder 2, Milk 1, Small);Milk Coffee (Time Optimized)
11.07.2019 06:11;Kaffee (Grinder 2, Small);Coffee
11.07.2019 06:06;Kaffee (Grinder 2, Small);Coffee
11.07.2019 06:05;Kaffee (Grinder 2, Small);Coffee
11.07.2019 06:03;Kaffee (Grinder 2, Small);Coffee
11.07.2019 06:02;Kaffee (Grinder 2, Small);Coffee
11.07.2019 06:01;Tee (Small);Tea
11.07.2019 06:01;Double Espresso (Grinder 1, Small);Espresso
11.07.2019 06:00;Double Espresso (Grinder 1, Small);Espresso
11.07.2019 05:57;Kaffee (Grinder 2, Small);Coffee
11.07.2019 05:56;Tee (Small);Tea
11.07.2019 05:56;Tee (Small);Tea
11.07.2019 05:55;Kaffee (Grinder 2, Small);Coffee
11.07.2019 05:50;Kaffee (Grinder 2, Small);Coffee
11.07.2019 05:47;Tee (Small);Tea
11.07.2019 05:47;Tee (Small);Tea
11.07.2019 05:47;Tee (Small);Tea
11.07.2019 05:41;Kaffee (Grinder 2, Small);Coffee
10.07.2019 15:34;Double Espresso (Grinder 1, Small);Espresso
10.07.2019 15:25;_Cleaning;_Cleaning
10.07.2019 14:59;Double Espresso (Grinder 1, Small);Espresso
10.07.2019 14:56;Double Espresso (Grinder 1, Small);Espresso
10.07.2019 14:55;Espresso Macchiato (Grinder 1, Milk 1, Small);Espresso Macchiato
10.07.2019 14:55;Double Espresso (Grinder 1, Small);Espresso
10.07.2019 14:49;Espresso (Grinder 1, Small);Espresso
10.07.2019 14:48;Double Espresso (Grinder 1, Small);Espresso
10.07.2019 13:57;Espresso (Grinder 1, Small);Espresso
10.07.2019 13:30;Kaffee (Grinder 2, Small);Coffee
10.07.2019 13:29;Espresso (Grinder 1, Small);Espresso
10.07.2019 13:23;Espresso (Grinder 1, Small);Espresso
10.07.2019 13:20;Espresso (Grinder 1, Small);Espresso
10.07.2019 13:20;Double Espresso (Grinder 1, Small);Espresso
10.07.2019 13:19;Double Espresso (Grinder 1, Small);Espresso
10.07.2019 13:17;Espresso (Grinder 1, Small);Espresso
10.07.2019 13:16;Espresso (Grinder 1, Small);Espresso
10.07.2019 13:04;Double Espresso (Grinder 1, Small);Espresso
10.07.2019 13:04;Espresso (Grinder 1, Small);Espresso
10.07.2019 12:59;Double Espresso (Grinder 1, Small);Espresso
10.07.2019 12:54;Tee (Small);Tea
10.07.2019 12:54;Tee (Small);Tea
10.07.2019 12:54;Double Espresso (Grinder 1, Small);Espresso
10.07.2019 12:49;Espresso (Grinder 1, Small);Espresso
10.07.2019 12:49;Double Espresso (Grinder 1, Small);Espresso
10.07.2019 12:48;Double Espresso (Grinder 1, Small);Espresso
10.07.2019 12:47;Double Espresso (Grinder 1, Small);Espresso
10.07.2019 12:41;Double Espresso (Grinder 1, Small);Espresso
10.07.2019 12:40;Espresso (Grinder 1, Small);Espresso
10.07.2019 12:30;Schale Dunkel  (Grinder 2, Milk 1, Small);Milk Coffee (Time Optimized)
10.07.2019 12:25;Milch (Milk 1, Small);Milk
10.07.2019 12:25;Double Espresso (Grinder 1, Small);Espresso
10.07.2019 12:23;Double Espresso (Grinder 1, Small);Espresso
10.07.2019 12:22;Double Espresso (Grinder 1, Small);Espresso
10.07.2019 12:21;Espresso Macchiato (Grinder 1, Milk 1, Small);Espresso Macchiato
10.07.2019 12:21;Cappuccino  (Grinder 1, Milk 1, Small);Cappuccino (Time Optimized)
10.07.2019 12:20;Espresso (Grinder 1, Small);Espresso
10.07.2019 12:16;Espresso Macchiato (Grinder 1, Milk 1, Small);Espresso Macchiato
10.07.2019 12:15;Espresso (Grinder 1, Small);Espresso
10.07.2019 12:14;Espresso (Grinder 1, Small);Espresso
10.07.2019 12:14;Espresso (Grinder 1, Small);Espresso
10.07.2019 12:13;Kaffee (Grinder 2, Small);Coffee
10.07.2019 12:13;Double Espresso (Grinder 1, Small);Espresso
10.07.2019 12:12;Double Espresso (Grinder 1, Small);Espresso
10.07.2019 12:07;Cappuccino  (Grinder 1, Milk 1, Small);Cappuccino (Time Optimized)
10.07.2019 12:06;Double Espresso (Grinder 1, Small);Espresso
10.07.2019 12:05;Double Espresso (Grinder 1, Small);Espresso
10.07.2019 12:02;Double Espresso (Grinder 1, Small);Espresso
10.07.2019 12:02;White Americano (Grinder 1, Milk 1, Small);White Americano
10.07.2019 12:00;Kaffee (Grinder 2, Small);Coffee
10.07.2019 10:42;Ristretto (Grinder 1, Small);Ristretto
10.07.2019 10:28;Espresso (Grinder 1, Small);Espresso
10.07.2019 10:28;Double Espresso (Grinder 1, Small);Espresso
10.07.2019 10:02;Schale Dunkel  (Grinder 2, Milk 1, Small);Milk Coffee (Time Optimized)
10.07.2019 09:51;Tee (Small);Tea
10.07.2019 09:51;Tee (Small);Tea
10.07.2019 09:49;Latte Macchiato (Grinder 1, Milk 1, Small);Latte Macchiato
10.07.2019 09:48;Latte Macchiato (Grinder 1, Milk 1, Small);Latte Macchiato
10.07.2019 09:33;Ristretto (Grinder 1, Small);Ristretto
10.07.2019 09:29;Espresso (Grinder 1, Small);Espresso
10.07.2019 09:27;Ristretto (Grinder 1, Small);Ristretto
10.07.2019 09:20;Kaffee (Grinder 2, Small);Coffee
10.07.2019 09:19;Espresso (Grinder 1, Small);Espresso
10.07.2019 09:16;Tee (Small);Tea
10.07.2019 09:16;Tee (Small);Tea
10.07.2019 09:16;Tee (Small);Tea
10.07.2019 09:16;Double Espresso (Grinder 1, Small);Espresso
10.07.2019 09:14;Kaffee (Grinder 2, Small);Coffee
10.07.2019 09:13;Ristretto (Grinder 1, Small);Ristretto
10.07.2019 09:12;Double Espresso (Grinder 1, Small);Espresso
10.07.2019 09:09;Double Espresso (Grinder 1, Small);Espresso
10.07.2019 09:08;Cappuccino  (Grinder 1, Milk 1, Small);Cappuccino (Time Optimized)
10.07.2019 09:07;Kaffee (Grinder 2, Small);Coffee
10.07.2019 09:07;Cappuccino  (Grinder 1, Milk 1, Small);Cappuccino (Time Optimized)
10.07.2019 09:06;Espresso (Grinder 1, Small);Espresso
10.07.2019 09:05;Double Espresso (Grinder 1, Small);Espresso
10.07.2019 09:05;Double Espresso (Grinder 1, Small);Espresso
10.07.2019 09:04;Kaffee (Grinder 2, Small);Coffee
10.07.2019 09:03;Double Espresso (Grinder 1, Small);Espresso
10.07.2019 09:03;Double Espresso (Grinder 1, Small);Espresso
10.07.2019 09:02;Cappuccino  (Grinder 1, Milk 1, Small);Cappuccino (Time Optimized)
10.07.2019 09:01;Espresso (Grinder 1, Small);Espresso
10.07.2019 09:01;Cappuccino  (Grinder 1, Milk 1, Small);Cappuccino (Time Optimized)
10.07.2019 08:58;Milchschaum (Milk 1, Small);Milk Foam
10.07.2019 08:57;Espresso (Grinder 1, Small);Espresso
10.07.2019 08:51;Kaffee (Grinder 2, Small);Coffee
10.07.2019 08:42;Ristretto (Grinder 1, Small);Ristretto
10.07.2019 08:00;Cappuccino  (Grinder 1, Milk 1, Small);Cappuccino (Time Optimized)
10.07.2019 07:59;Ristretto (Grinder 1, Small);Ristretto
10.07.2019 07:59;Ristretto (Grinder 1, Small);Ristretto
10.07.2019 07:57;Kaffee (Grinder 2, Small);Coffee
10.07.2019 07:56;Kaffee (Grinder 2, Small);Coffee
10.07.2019 07:55;Kaffee (Grinder 2, Small);Coffee
10.07.2019 07:35;Cappuccino  (Grinder 1, Milk 1, Small);Cappuccino (Time Optimized)
10.07.2019 07:27;Cappuccino  (Grinder 1, Milk 1, Small);Cappuccino (Time Optimized)
10.07.2019 07:21;Milch (Milk 1, Small);Milk
